"agency","fiscal_year","n","n_matched","mean_salary","male_mean","female_mean","male_n","female_n","real_male_mean","real_female_mean","gap","gap_dollars","female_share","suppressed"
"BRONX DISTRICT ATTORNEY",2019,930,930,72038.7032258065,74528.7442266749,70304.915354739,381.744329370482,548.255670629517,92014.2725441591,86799.4719321947,0.0566738231773963,4223.82887193597,0.589522226483352,FALSE
"BRONX DISTRICT ATTORNEY",2020,916,916,74158.3449781656,77467.3136857951,72041.8880010303,357.331332820625,558.668667179375,93980.616966751,87398.6815813377,0.0700350306036191,5425.42568476482,0.60990029168054,FALSE
"BRONX DISTRICT ATTORNEY",2021,905,905,76647.0475138121,79526.9939883366,74853.0074741103,347.37075748689,557.629242513109,94528.3176412174,88972.6684243945,0.0587723272290646,4673.98651422637,0.616164908854264,FALSE
"BRONX DISTRICT ATTORNEY",2022,820,820,84750.7243902439,88228.865042979,82664.0257821251,307.482890061929,512.517109938071,99832.5678786373,93535.8508918295,0.0630727739515078,5564.8392608539,0.625020865778135,FALSE
"BRONX DISTRICT ATTORNEY",2023,843,843,90118.5397390273,93364.2138425209,88018.1827042312,331.199152143269,511.800847856731,100336.204624831,94590.9575741045,0.057259959873993,5346.03113828965,0.607118443483666,FALSE
"BRONX DISTRICT ATTORNEY",2024,878,878,97363.2129840543,99549.5333308377,95870.7457277769,356.20057268914,521.799427310861,103436.004567603,99613.5949732877,0.0369543430287602,3678.78760306077,0.59430458691442,FALSE
"BRONX DISTRICT ATTORNEY",2025,998,998,100226.094188377,101448.616028686,99412.1257624443,398.892399608676,599.107600391323,101448.616028686,99412.1257624443,0.0200741059460638,2036.49026624138,0.600308216824974,FALSE
"BROOKLYN COMMUNITY BOARD #1",2014,2,2,,,,0.998759975017354,1.00124002498265,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2015,2,2,,,,0.998759975017354,1.00124002498265,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2016,2,2,,,,0.998759975017354,1.00124002498265,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2017,2,2,,,,0.998759975017354,1.00124002498265,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2018,2,2,,,,0.998759975017354,1.00124002498265,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2019,3,3,,,,1.0003363579351,1.9996636420649,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2020,3,3,,,,1.0003363579351,1.9996636420649,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2021,3,3,,,,1.0003363579351,1.9996636420649,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2022,3,3,,,,1.0003363579351,1.9996636420649,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2023,2,2,,,,0.00562049378502161,1.99437950621498,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2024,2,2,,,,0.996343785294651,1.00365621470535,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2025,2,2,,,,0.996343785294651,1.00365621470535,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2014,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2015,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2016,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2017,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2018,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2019,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2020,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2021,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2022,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2023,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2024,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2025,2,2,,,,0.0062759021577677,1.99372409784223,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2014,2,2,,,,0.00225661665580246,1.9977433833442,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2015,2,2,,,,0.00225661665580246,1.9977433833442,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2016,2,2,,,,0.00225661665580246,1.9977433833442,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2017,2,2,,,,0.00225661665580246,1.9977433833442,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2018,2,2,,,,0.00225661665580246,1.9977433833442,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2019,2,2,,,,0.00225661665580246,1.9977433833442,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2020,1,1,,,,0,1,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2021,2,2,,,,0.0137240025634615,1.98627599743654,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2022,2,2,,,,0.0137240025634615,1.98627599743654,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2023,2,2,,,,0.0137240025634615,1.98627599743654,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2024,2,2,,,,0.0137240025634615,1.98627599743654,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2025,2,2,,,,0.0137240025634615,1.98627599743654,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2014,3,3,,,,1.00189862503583,1.99810137496417,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2015,3,3,,,,1.00189862503583,1.99810137496417,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2016,3,3,,,,1.00189862503583,1.99810137496417,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2017,3,3,,,,1.00189862503583,1.99810137496417,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2018,2,2,,,,0.998684169414604,1.0013158305854,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2019,2,2,,,,0.998684169414604,1.0013158305854,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2020,2,2,,,,0.998684169414604,1.0013158305854,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2021,2,2,,,,0.998684169414604,1.0013158305854,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2022,1,1,,,,0.995792041134721,0.0042079588652794,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2023,1,1,,,,0.995792041134721,0.0042079588652794,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2024,2,2,,,,0.995792041134721,1.00420795886528,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2025,2,2,,,,0.995792041134721,1.00420795886528,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2014,1,1,,,,0.994901793321578,0.00509820667842191,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2016,2,2,,,,0.94448792775687,1.05551207224313,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2017,3,3,,,,0.996423110783217,2.00357688921678,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2018,3,3,,,,0.996423110783217,2.00357688921678,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2019,3,3,,,,0.996423110783217,2.00357688921678,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2020,3,3,,,,0.996423110783217,2.00357688921678,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2021,2,2,,,,0.982699108219755,1.01730089178025,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2022,2,2,,,,0.982699108219755,1.01730089178025,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2023,3,3,,,,0.984230424478632,2.01576957552137,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2024,4,4,,,,0.98710099014525,3.01289900985475,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2025,4,4,,,,0.98710099014525,3.01289900985475,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2014,2,2,,,,0.902664040023911,1.09733595997609,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2015,2,2,,,,0.902664040023911,1.09733595997609,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2016,2,2,,,,0.902664040023911,1.09733595997609,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2017,2,2,,,,0.902664040023911,1.09733595997609,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2018,2,2,,,,0.902664040023911,1.09733595997609,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2019,2,2,,,,0.902664040023911,1.09733595997609,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2020,1,1,,,,0.902664040023911,0.0973359599760893,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2021,2,2,,,,0.902664040023911,1.09733595997609,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2022,2,2,,,,0.902664040023911,1.09733595997609,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2023,2,2,,,,0.905695338635866,1.09430466136413,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2024,2,2,,,,0.905695338635866,1.09430466136413,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2025,2,2,,,,0.905695338635866,1.09430466136413,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2014,3,3,,,,0.0275593178333051,2.9724406821667,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2015,3,3,,,,0.00670560042367531,2.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2016,3,3,,,,0.00670560042367531,2.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2017,3,3,,,,0.00670560042367531,2.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2018,3,3,,,,0.00670560042367531,2.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2019,3,3,,,,0.00670560042367531,2.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2020,3,3,,,,0.00670560042367531,2.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2021,3,3,,,,0.00670560042367531,2.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2022,2,2,,,,0.00670560042367531,1.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2023,2,2,,,,0.00670560042367531,1.99329439957632,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2024,1,1,,,,0.00320615621775507,0.996793843782245,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2025,2,2,,,,1.00087912387554,0.999120876124461,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2014,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2015,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2016,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2017,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2018,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2019,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2020,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2021,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2022,2,2,,,,0.151737563452584,1.84826243654742,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2023,2,2,,,,0.148484848484848,1.85151515151515,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2024,2,2,,,,0.148484848484848,1.85151515151515,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2025,1,1,,,,0,1,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2014,4,4,,,,1.02840120975736,2.97159879024264,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2015,4,4,,,,1.02840120975736,2.97159879024264,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2016,4,4,,,,1.02840120975736,2.97159879024264,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2017,4,4,,,,1.02840120975736,2.97159879024264,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2018,4,4,,,,1.02840120975736,2.97159879024264,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2019,4,4,,,,1.02840120975736,2.97159879024264,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2020,3,3,,,,1.01128958101699,1.98871041898301,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2021,3,3,,,,1.01128958101699,1.98871041898301,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2022,3,3,,,,1.01128958101699,1.98871041898301,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2023,4,4,,,,1.01128958101699,2.98871041898301,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2024,1,1,,,,1,0,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2025,1,1,,,,1,0,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2014,3,3,,,,0.00986605077905466,2.99013394922095,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2015,3,3,,,,0.00986605077905466,2.99013394922095,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2016,3,3,,,,0.00986605077905466,2.99013394922095,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2017,3,3,,,,0.00986605077905466,2.99013394922095,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2018,3,3,,,,0.00986605077905466,2.99013394922095,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2019,3,3,,,,0.00986605077905466,2.99013394922095,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2020,3,3,,,,0.00986605077905466,2.99013394922095,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2021,1,1,,,,0.00329507450434982,0.99670492549565,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2022,3,3,,,,0.049360379259318,2.95063962074068,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2023,3,3,,,,0.049360379259318,2.95063962074068,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2024,3,3,,,,0.049360379259318,2.95063962074068,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2025,3,3,,,,0.049360379259318,2.95063962074068,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2014,1,1,,,,0.99586866040405,0.00413133959595051,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2015,2,2,,,,1.99586866040405,0.00413133959595051,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2016,2,2,,,,1.99586866040405,0.00413133959595051,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2017,2,2,,,,1.99586866040405,0.00413133959595051,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2018,1,1,,,,1,0,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2019,2,2,,,,1.99586866040405,0.00413133959595051,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2020,2,2,,,,0.99586866040405,1.00413133959595,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2021,1,1,,,,0,1,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2022,1,1,,,,0,1,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2023,1,1,,,,0,1,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2024,3,3,,,,0.0241775309633028,2.9758224690367,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2025,2,2,,,,0.0211462323513471,1.97885376764865,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2014,3,3,,,,2.13904117608936,0.860958823910638,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2015,3,3,,,,2.13904117608936,0.860958823910638,,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2016,3,3,,,,2.13904117608936,0.860958823910638,,,,,,TRUE
