"title","fiscal_year","n_vet","n_new","median_vet","median_new","n","compression_ratio","experience_premium","suppressed"
"EXECUTIVE DEPUTY COMMISSIONER FOR MENTAL HYGIENE",2023,0,1,,,1,,,TRUE
"EXECUTIVE DEPUTY COMMISSIONER FOR MENTAL HYGIENE",2024,0,1,,,1,,,TRUE
"EXECUTIVE DEPUTY COMMISSIONER FOR MENTAL HYGIENE",2025,0,1,,,1,,,TRUE
"EXECUTIVE DEPUTY SHERIFF",2022,1,0,,,1,,,TRUE
"EXECUTIVE DEPUTY SHERIFF",2023,1,0,,,1,,,TRUE
"EXECUTIVE DIR OF ADMINISTRATION",2021,1,0,,,1,,,TRUE
"EXECUTIVE DIR OF ADMINISTRATION",2022,1,0,,,1,,,TRUE
"EXECUTIVE DIR OF ADMINISTRATION",2023,1,0,,,1,,,TRUE
"EXECUTIVE DIR OF ADMINISTRATION",2024,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR",2014,7,3,,,10,,,TRUE
"EXECUTIVE DIRECTOR",2015,6,3,,,9,,,TRUE
"EXECUTIVE DIRECTOR",2016,7,10,,,17,,,TRUE
"EXECUTIVE DIRECTOR",2017,7,7,,,14,,,TRUE
"EXECUTIVE DIRECTOR",2018,6,6,,,12,,,TRUE
"EXECUTIVE DIRECTOR",2019,4,6,,,10,,,TRUE
"EXECUTIVE DIRECTOR",2020,4,2,,,6,,,TRUE
"EXECUTIVE DIRECTOR",2021,4,2,,,6,,,TRUE
"EXECUTIVE DIRECTOR",2022,5,5,,,10,,,TRUE
"EXECUTIVE DIRECTOR",2023,6,2,,,8,,,TRUE
"EXECUTIVE DIRECTOR",2024,6,6,,,12,,,TRUE
"EXECUTIVE DIRECTOR",2025,6,3,,,9,,,TRUE
"EXECUTIVE DIRECTOR AND CHAIR COMMISSION ON RACIAL EQUITY",2024,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR AND CHAIR COMMISSION ON RACIAL EQUITY",2025,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR CITYWIDE EVENT COORDINATION & MANAGEMENT",2025,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR NEW YORK CITY LOFT BOARD",2017,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR NEW YORK CITY LOFT BOARD",2018,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR NEW YORK CITY LOFT BOARD",2021,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR NEW YORK CITY LOFT BOARD",2022,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR NEW YORK CITY LOFT BOARD",2023,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF FLEET OPERATIONS",2020,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF FLEET OPERATIONS",2021,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF FLEET OPERATIONS",2022,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF FLEET OPERATIONS",2023,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF FOOD SERVICES",2014,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF FOOD SERVICES",2015,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF FOOD SERVICES",2017,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF FOOD SERVICES",2018,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF GRACIE MANSION",2023,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF GRACIE MANSION",2024,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF HEALTHCARE SYSTEMS READINESS",2021,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF HEALTHCARE SYSTEMS READINESS",2025,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",2014,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",2015,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",2016,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",2017,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",2018,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",2019,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF MATERIALS FOR THE ARTS",2020,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF NEIGHBORHOOD SAFETY",2025,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT",2018,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT",2019,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT",2020,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT",2021,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT",2022,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF PROFESSIONAL DEVELOPMENT",2023,1,0,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF SPECIAL PROBATION PROGRAMS",2025,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF STANDARDS AND APPEALS",2015,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR OF STANDARDS AND APPEALS",2016,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR ON COMMISSION ON GENDER EQUALITY",2019,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR SPECIAL PROJECTS & COMMUNITY EVENTS",2023,0,1,,,1,,,TRUE
"EXECUTIVE DIRECTOR SPECIAL PROJECTS & COMMUNITY EVENTS",2024,0,1,,,1,,,TRUE
"EXECUTIVE INSPECTOR",2020,3,0,,,3,,,TRUE
"EXECUTIVE INSPECTOR",2021,3,0,,,3,,,TRUE
"EXECUTIVE INSPECTOR",2022,2,1,,,3,,,TRUE
"EXECUTIVE INSPECTOR",2023,3,1,,,4,,,TRUE
"EXECUTIVE INSPECTOR",2024,3,0,,,3,,,TRUE
"EXECUTIVE INSPECTOR",2025,3,0,,,3,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2014,3,4,,,7,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2015,2,1,,,3,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2016,2,0,,,2,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2017,2,0,,,2,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2018,2,0,,,2,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2019,2,0,,,2,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2020,1,0,,,1,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2021,1,1,,,2,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2022,0,1,,,1,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2023,0,1,,,1,,,TRUE
"EXECUTIVE LEGISLATIVE COORDINATOR",2024,0,1,,,1,,,TRUE
"EXECUTIVE LEGISLATIVE SECRETARY",2014,2,0,,,2,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2014,0,1,,,1,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2015,0,3,,,3,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2016,1,7,,,8,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2017,2,8,,,10,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2018,2,15,,,17,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2019,5,17,,,22,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2020,6,20,,,26,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2021,6,10,,,16,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2022,4,19,,,23,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2023,3,39,,,42,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2024,6,51,,,57,,,TRUE
"EXECUTIVE PROGRAM SPECIALIST",2025,8,58,,,66,,,TRUE
"EXECUTIVE SECRETARY",2014,0,1,,,1,,,TRUE
"EXECUTIVE SECRETARY",2020,0,1,,,1,,,TRUE
"EXECUTIVE SECRETARY",2025,0,1,,,1,,,TRUE
"EXECUTIVE SECRETARY TO CITY CLERK",2017,1,0,,,1,,,TRUE
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",2014,0,1,,,1,,,TRUE
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",2015,0,2,,,2,,,TRUE
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",2016,0,1,,,1,,,TRUE
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",2017,0,1,,,1,,,TRUE
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",2018,0,1,,,1,,,TRUE
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",2020,0,2,,,2,,,TRUE
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",2021,0,1,,,1,,,TRUE
"EXECUTIVE SECRETARY TO THE PUBLIC ADVOCATE",2022,0,1,,,1,,,TRUE
"EXECUTIVE VICE PRESIDENT NYC PHPT",2025,0,1,,,1,,,TRUE
"EXTERMINATOR",2014,21,9,,,30,,,TRUE
"EXTERMINATOR",2015,19,12,,,31,,,TRUE
"EXTERMINATOR",2016,23,19,,,42,,,TRUE
"EXTERMINATOR",2017,20,19,,,39,,,TRUE
"EXTERMINATOR",2018,21,17,,,38,,,TRUE
"EXTERMINATOR",2019,26,11,,,37,,,TRUE
"EXTERMINATOR",2020,25,16,,,41,,,TRUE
"EXTERMINATOR",2021,22,12,,,34,,,TRUE
"EXTERMINATOR",2022,20,5,,,25,,,TRUE
"EXTERMINATOR",2023,14,11,,,25,,,TRUE
"EXTERMINATOR",2024,15,13,,,28,,,TRUE
"EXTERMINATOR",2025,16,11,,,27,,,TRUE
"FACILITIES COORDINATOR",2014,2,0,,,2,,,TRUE
"FACILITIES COORDINATOR",2015,3,0,,,3,,,TRUE
"FACILITIES COORDINATOR",2016,4,2,,,6,,,TRUE
"FACILITIES COORDINATOR",2017,4,2,,,6,,,TRUE
"FACILITIES COORDINATOR",2018,4,0,,,4,,,TRUE
"FACILITIES COORDINATOR",2019,4,0,,,4,,,TRUE
"FACILITIES COORDINATOR",2020,4,0,,,4,,,TRUE
"FACILITIES COORDINATOR",2021,4,0,,,4,,,TRUE
"FACILITIES COORDINATOR",2022,5,0,,,5,,,TRUE
"FACILITIES COORDINATOR",2023,5,0,,,5,,,TRUE
"FACILITIES COORDINATOR",2024,4,1,,,5,,,TRUE
"FACILITIES COORDINATOR",2025,5,1,,,6,,,TRUE
"FACILITY SUPERVISOR",2023,0,4,,,4,,,TRUE
"FACILITY SUPERVISOR",2024,0,4,,,4,,,TRUE
"FACILITY SUPERVISOR",2025,0,1,,,1,,,TRUE
"FAMILY PUB HEALTH NURSE",2014,5,0,,,5,,,TRUE
"FAMILY PUB HEALTH NURSE",2015,4,0,,,4,,,TRUE
"FAMILY PUB HEALTH NURSE",2016,4,7,,,11,,,TRUE
"FAMILY PUB HEALTH NURSE",2017,10,8,,,18,,,TRUE
"FAMILY PUB HEALTH NURSE",2018,12,34,,,46,,,TRUE
"FAMILY PUB HEALTH NURSE",2019,12,27,,,39,,,TRUE
"FAMILY PUB HEALTH NURSE",2020,12,6,,,18,,,TRUE
"FAMILY PUB HEALTH NURSE",2021,12,3,,,15,,,TRUE
"FAMILY PUB HEALTH NURSE",2022,11,3,,,14,,,TRUE
"FAMILY PUB HEALTH NURSE",2023,10,3,,,13,,,TRUE
"FAMILY PUB HEALTH NURSE",2024,8,3,,,11,,,TRUE
"FAMILY PUB HEALTH NURSE",2025,8,10,,,18,,,TRUE
"FERRY TERMINAL SUPERVISOR",2014,7,0,,,7,,,TRUE
"FERRY TERMINAL SUPERVISOR",2015,7,0,,,7,,,TRUE
"FERRY TERMINAL SUPERVISOR",2016,8,0,,,8,,,TRUE
"FERRY TERMINAL SUPERVISOR",2017,7,0,,,7,,,TRUE
"FERRY TERMINAL SUPERVISOR",2018,6,0,,,6,,,TRUE
"FERRY TERMINAL SUPERVISOR",2019,6,0,,,6,,,TRUE
"FERRY TERMINAL SUPERVISOR",2020,7,0,,,7,,,TRUE
"FERRY TERMINAL SUPERVISOR",2021,7,0,,,7,,,TRUE
"FERRY TERMINAL SUPERVISOR",2022,10,0,,,10,,,TRUE
"FERRY TERMINAL SUPERVISOR",2023,11,0,,,11,,,TRUE
"FERRY TERMINAL SUPERVISOR",2024,12,0,,,12,,,TRUE
"FERRY TERMINAL SUPERVISOR",2025,12,0,,,12,,,TRUE
"FIELD INVESTIGATION SPECIALIST",2014,1,0,,,1,,,TRUE
"FIELD INVESTIGATION SPECIALIST",2015,1,0,,,1,,,TRUE
"FIELD INVESTIGATION SPECIALIST",2016,1,0,,,1,,,TRUE
"FILM MANAGER",2016,1,2,,,3,,,TRUE
"FILM MANAGER",2017,1,2,,,3,,,TRUE
"FILM MANAGER",2018,1,0,,,1,,,TRUE
"FILM MANAGER",2019,1,0,,,1,,,TRUE
"FILM MANAGER",2020,1,0,,,1,,,TRUE
"FILM MANAGER",2021,1,0,,,1,,,TRUE
"FILM MANAGER",2022,0,2,,,2,,,TRUE
"FILM MANAGER",2023,0,1,,,1,,,TRUE
"FINANCE OFFICER",2023,1,0,,,1,,,TRUE
"FINANCE OFFICER",2024,1,0,,,1,,,TRUE
"FINANCE OFFICER",2025,1,0,,,1,,,TRUE
"FINANCIAL CLERK",2016,2,10,,,12,,,TRUE
"FINANCIAL CLERK",2017,7,8,,,15,,,TRUE
"FINANCIAL CLERK",2018,9,4,,,13,,,TRUE
"FINANCIAL CLERK",2019,11,7,,,18,,,TRUE
"FINANCIAL CLERK",2020,11,17,,,28,,,TRUE
"FINANCIAL CLERK",2021,13,10,,,23,,,TRUE
"FINANCIAL CLERK",2022,22,5,,,27,,,TRUE
"FINANCIAL CLERK",2023,22,9,,,31,,,TRUE
"FINANCIAL CLERK",2024,25,7,,,32,,,TRUE
"FINANCIAL CLERK",2025,30,5,,,35,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2014,0,2,,,2,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2015,0,4,,,4,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2016,1,13,,,14,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2017,1,2,,,3,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2018,0,24,,,24,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2019,0,15,,,15,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2020,0,5,,,5,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2021,0,4,,,4,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2022,0,10,,,10,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2023,1,35,,,36,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2024,1,19,,,20,,,TRUE
"FINGERPRINT TECHNICIAN TRAINEE",2025,1,2,,,3,,,TRUE
"FIRE ALARM DISPATCHER",2014,65,14,,,79,,,TRUE
"FIRE ALARM DISPATCHER",2015,65,28,,,93,,,TRUE
"FIRE ALARM DISPATCHER",2016,70,51,57514,34783,121,0.604774489689467,22731,FALSE
"FIRE ALARM DISPATCHER",2017,68,21,,,89,,,TRUE
"FIRE ALARM DISPATCHER",2018,70,6,,,76,,,TRUE
"FIRE ALARM DISPATCHER",2019,67,51,63500,38403,118,0.604771653543307,25097,FALSE
"FIRE ALARM DISPATCHER",2020,67,40,63500,40135,107,0.632047244094488,23365,FALSE
"FIRE ALARM DISPATCHER",2021,67,0,,,67,,,TRUE
"FIRE ALARM DISPATCHER",2022,66,20,,,86,,,TRUE
"FIRE ALARM DISPATCHER",2023,67,36,68214,43115,103,0.632055003371742,25099,FALSE
"FIRE ALARM DISPATCHER",2024,65,11,,,76,,,TRUE
"FIRE ALARM DISPATCHER",2025,70,29,,,99,,,TRUE
"FIRE MARSHAL",2014,77,0,,,77,,,TRUE
"FIRE MARSHAL",2015,78,0,,,78,,,TRUE
"FIRE MARSHAL",2016,84,0,,,84,,,TRUE
"FIRE MARSHAL",2017,102,0,,,102,,,TRUE
"FIRE MARSHAL",2018,107,0,,,107,,,TRUE
"FIRE MARSHAL",2019,133,0,,,133,,,TRUE
"FIRE MARSHAL",2020,130,0,,,130,,,TRUE
"FIRE MARSHAL",2021,102,0,,,102,,,TRUE
"FIRE MARSHAL",2022,105,0,,,105,,,TRUE
"FIRE MARSHAL",2023,109,0,,,109,,,TRUE
"FIRE MARSHAL",2024,88,0,,,88,,,TRUE
"FIRE MARSHAL",2025,98,0,,,98,,,TRUE
"FIRE MEDICAL OFFICER",2014,17,2,,,19,,,TRUE
"FIRE MEDICAL OFFICER",2015,15,1,,,16,,,TRUE
"FIRE MEDICAL OFFICER",2016,17,1,,,18,,,TRUE
"FIRE MEDICAL OFFICER",2017,17,0,,,17,,,TRUE
"FIRE MEDICAL OFFICER",2018,15,2,,,17,,,TRUE
"FIRE MEDICAL OFFICER",2019,16,2,,,18,,,TRUE
"FIRE MEDICAL OFFICER",2020,15,0,,,15,,,TRUE
"FIRE MEDICAL OFFICER",2021,17,3,,,20,,,TRUE
"FIRE MEDICAL OFFICER",2022,16,3,,,19,,,TRUE
"FIRE MEDICAL OFFICER",2023,14,3,,,17,,,TRUE
"FIRE MEDICAL OFFICER",2024,13,5,,,18,,,TRUE
"FIRE MEDICAL OFFICER",2025,14,4,,,18,,,TRUE
"FIRE PROTECTION INSPECTOR",2014,28,27,,,55,,,TRUE
"FIRE PROTECTION INSPECTOR",2015,23,28,,,51,,,TRUE
"FIRE PROTECTION INSPECTOR",2016,26,40,,,66,,,TRUE
"FIRE PROTECTION INSPECTOR",2017,24,40,,,64,,,TRUE
"FIRE PROTECTION INSPECTOR",2018,24,54,,,78,,,TRUE
"FIRE PROTECTION INSPECTOR",2019,24,92,,,116,,,TRUE
"FIRE PROTECTION INSPECTOR",2020,22,93,,,115,,,TRUE
"FIRE PROTECTION INSPECTOR",2021,19,40,,,59,,,TRUE
"FIRE PROTECTION INSPECTOR",2022,15,7,,,22,,,TRUE
"FIRE PROTECTION INSPECTOR",2023,16,52,,,68,,,TRUE
"FIRE PROTECTION INSPECTOR",2024,15,85,,,100,,,TRUE
"FIRE PROTECTION INSPECTOR",2025,13,45,,,58,,,TRUE
"FIREFIGHTER",2014,4276,828,76488,39370,5104,0.514721263466165,37118,FALSE
"FIREFIGHTER",2015,4483,1129,76488,39370,5612,0.514721263466165,37118,FALSE
"FIREFIGHTER",2016,4780,1194,82808,44724,5974,0.540092744662351,38084,FALSE
"FIREFIGHTER",2017,4657,1200,85292,46066,5857,0.540097547249449,39226,FALSE
"FIREFIGHTER",2018,4776,972,85292,46066,5748,0.540097547249449,39226,FALSE
"FIREFIGHTER",2019,4531,1101,85292,46066,5632,0.540097547249449,39226,FALSE
"FIREFIGHTER",2020,3995,792,85292,46066,4787,0.540097547249449,39226,FALSE
"FIREFIGHTER",2021,3721,422,85292,46066,4143,0.540097547249449,39226,FALSE
"FIREFIGHTER",2022,3177,662,92073,47394,3839,0.514743735948649,44679,FALSE
"FIREFIGHTER",2023,3000,1109,92073,47394,4109,0.514743735948649,44679,FALSE
"FIREFIGHTER",2024,3130,1091,105146,54122,4221,0.514731896600917,51024,FALSE
"FIREFIGHTER",2025,3441,1381,109352,56287,4822,0.51473224083693,53065,FALSE
"FIRST ASSISTANT CORPORATION COUNSEL",2014,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2015,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2016,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2017,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2018,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2019,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2020,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2021,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2022,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2023,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2024,1,0,,,1,,,TRUE
"FIRST ASSISTANT CORPORATION COUNSEL",2025,1,0,,,1,,,TRUE
"FIRST ASSISTANT TO THE PUBLIC ADVOCATE",2014,0,1,,,1,,,TRUE
"FIRST ASSISTANT TO THE PUBLIC ADVOCATE",2015,0,1,,,1,,,TRUE
"FIRST ASSISTANT TO THE PUBLIC ADVOCATE",2019,0,2,,,2,,,TRUE
"FIRST ASSISTANT TO THE PUBLIC ADVOCATE",2020,0,2,,,2,,,TRUE
"FIRST ASST MARINE ENGINEER",2014,1,0,,,1,,,TRUE
"FIRST ASST MARINE ENGINEER",2015,1,0,,,1,,,TRUE
"FIRST ASST MARINE ENGINEER",2016,1,0,,,1,,,TRUE
"FIRST ASST MARINE ENGINEER",2017,1,0,,,1,,,TRUE
"FIRST ASST MARINE ENGINEER",2018,1,0,,,1,,,TRUE
"FIRST ASST MARINE ENGINEER",2019,1,0,,,1,,,TRUE
"FIRST DEPUTY COMMISSIONER",2014,1,1,,,2,,,TRUE
"FIRST DEPUTY COMMISSIONER",2015,1,2,,,3,,,TRUE
"FIRST DEPUTY COMMISSIONER",2016,2,1,,,3,,,TRUE
"FIRST DEPUTY COMMISSIONER",2017,1,1,,,2,,,TRUE
"FIRST DEPUTY COMMISSIONER",2019,1,0,,,1,,,TRUE
"FIRST DEPUTY COMMISSIONER",2020,1,0,,,1,,,TRUE
"FIRST DEPUTY COMMISSIONER",2021,1,0,,,1,,,TRUE
"FIRST DEPUTY COMMISSIONER",2022,3,1,,,4,,,TRUE
"FIRST DEPUTY COMMISSIONER",2023,4,2,,,6,,,TRUE
"FIRST DEPUTY COMMISSIONER",2024,5,1,,,6,,,TRUE
"FIRST DEPUTY COMMISSIONER",2025,6,1,,,7,,,TRUE
"FIRST DEPUTY COMMISSIONER GENERAL COUNSEL",2020,1,0,,,1,,,TRUE
"FIRST DEPUTY COMPTROLLER",2014,0,1,,,1,,,TRUE
"FIRST DEPUTY COMPTROLLER",2015,0,1,,,1,,,TRUE
"FIRST DEPUTY COMPTROLLER",2022,0,1,,,1,,,TRUE
"FIRST DEPUTY COMPTROLLER",2023,0,1,,,1,,,TRUE
"FIRST DEPUTY MAYOR",2014,0,1,,,1,,,TRUE
"FIRST DEPUTY MAYOR",2015,0,1,,,1,,,TRUE
"FIRST DEPUTY MAYOR",2018,0,1,,,1,,,TRUE
"FIRST DEPUTY MAYOR",2019,0,1,,,1,,,TRUE
"FIRST DEPUTY MAYOR",2022,0,1,,,1,,,TRUE
"FIRST DEPUTY MAYOR",2023,0,1,,,1,,,TRUE
"FIRST DEPUTY MAYOR",2025,0,1,,,1,,,TRUE
"FISCAL & POLICY ANALYST",2023,0,1,,,1,,,TRUE
"FISCAL & POLICY ANALYST",2024,0,1,,,1,,,TRUE
"FISCAL AND POLICY ANALYST",2015,0,1,,,1,,,TRUE
"FISCAL AND POLICY ANALYST",2018,0,1,,,1,,,TRUE
"FISCAL AND POLICY ANALYST",2019,0,1,,,1,,,TRUE
"FITNESS INSTRUCTOR",2014,2,3,,,5,,,TRUE
"FITNESS INSTRUCTOR",2015,2,9,,,11,,,TRUE
"FITNESS INSTRUCTOR",2016,2,6,,,8,,,TRUE
"FITNESS INSTRUCTOR",2017,6,1,,,7,,,TRUE
"FITNESS INSTRUCTOR",2018,7,1,,,8,,,TRUE
"FITNESS INSTRUCTOR",2019,7,2,,,9,,,TRUE
"FITNESS INSTRUCTOR",2020,6,2,,,8,,,TRUE
"FITNESS INSTRUCTOR",2021,6,0,,,6,,,TRUE
"FITNESS INSTRUCTOR",2022,5,1,,,6,,,TRUE
"FITNESS INSTRUCTOR",2023,4,6,,,10,,,TRUE
"FITNESS INSTRUCTOR",2024,4,10,,,14,,,TRUE
"FITNESS INSTRUCTOR",2025,8,5,,,13,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2014,1,1,,,2,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2015,1,0,,,1,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2016,1,0,,,1,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2017,1,0,,,1,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2018,1,0,,,1,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2019,2,0,,,2,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2020,2,0,,,2,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2021,2,0,,,2,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2022,3,0,,,3,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2023,4,0,,,4,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2024,4,0,,,4,,,TRUE
"FOOD SERVICE ADMINISTRATOR",2025,4,0,,,4,,,TRUE
"FOOD SERVICE MANAGER",2014,7,0,,,7,,,TRUE
"FOOD SERVICE MANAGER",2015,6,1,,,7,,,TRUE
"FOOD SERVICE MANAGER",2016,6,1,,,7,,,TRUE
"FOOD SERVICE MANAGER",2017,6,1,,,7,,,TRUE
"FOOD SERVICE MANAGER",2018,6,1,,,7,,,TRUE
"FOOD SERVICE MANAGER",2019,8,0,,,8,,,TRUE
"FOOD SERVICE MANAGER",2020,8,0,,,8,,,TRUE
"FOOD SERVICE MANAGER",2021,8,0,,,8,,,TRUE
"FOOD SERVICE MANAGER",2022,8,0,,,8,,,TRUE
"FOOD SERVICE MANAGER",2023,7,0,,,7,,,TRUE
"FOOD SERVICE MANAGER",2024,8,0,,,8,,,TRUE
"FOOD SERVICE MANAGER",2025,7,0,,,7,,,TRUE
"FORENS MORT TECH COORD MRT SRV",2015,2,0,,,2,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2014,20,0,,,20,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2015,20,7,,,27,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2016,17,8,,,25,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2017,18,6,,,24,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2018,20,14,,,34,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2019,21,13,,,34,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2020,19,4,,,23,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2021,19,7,,,26,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2022,16,3,,,19,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2023,15,12,,,27,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2024,13,7,,,20,,,TRUE
"FORENSIC MORTUARY TECHNICIAN",2025,15,2,,,17,,,TRUE
"FORENSIC MORTUARY TECHNICIAN COORD OF MORTUARY SERVICES",2016,1,0,,,1,,,TRUE
"FORENSIC MORTUARY TECHNICIAN COORD OF MORTUARY SERVICES",2017,1,0,,,1,,,TRUE
"FORENSIC MORTUARY TECHNICIAN COORD OF MORTUARY SERVICES",2024,2,0,,,2,,,TRUE
