"title","fiscal_year","n_vet","n_new","median_vet","median_new","n","compression_ratio","experience_premium","suppressed"
"AGENCY SECURITY DIRECTOR",2015,2,0,,,2,,,TRUE
"AIR POLLUTION INSPECTOR",2014,14,3,,,17,,,TRUE
"AIR POLLUTION INSPECTOR",2015,14,5,,,19,,,TRUE
"AIR POLLUTION INSPECTOR",2016,13,17,,,30,,,TRUE
"AIR POLLUTION INSPECTOR",2017,12,15,,,27,,,TRUE
"AIR POLLUTION INSPECTOR",2018,11,12,,,23,,,TRUE
"AIR POLLUTION INSPECTOR",2019,10,22,,,32,,,TRUE
"AIR POLLUTION INSPECTOR",2020,9,22,,,31,,,TRUE
"AIR POLLUTION INSPECTOR",2021,9,11,,,20,,,TRUE
"AIR POLLUTION INSPECTOR",2022,9,2,,,11,,,TRUE
"AIR POLLUTION INSPECTOR",2023,9,10,,,19,,,TRUE
"AIR POLLUTION INSPECTOR",2024,7,12,,,19,,,TRUE
"AIR POLLUTION INSPECTOR",2025,6,8,,,14,,,TRUE
"ANALYST",2014,7,15,,,22,,,TRUE
"ANALYST",2015,8,15,,,23,,,TRUE
"ANALYST",2016,7,20,,,27,,,TRUE
"ANALYST",2017,7,24,,,31,,,TRUE
"ANALYST",2018,8,25,,,33,,,TRUE
"ANALYST",2019,8,20,,,28,,,TRUE
"ANALYST",2020,10,19,,,29,,,TRUE
"ANALYST",2021,10,22,,,32,,,TRUE
"ANALYST",2022,10,27,,,37,,,TRUE
"ANALYST",2023,11,50,,,61,,,TRUE
"ANALYST",2024,15,52,,,67,,,TRUE
"ANALYST",2025,14,42,,,56,,,TRUE
"ANNUAL ED PARA",2014,11092,1273,33088,21713,12365,0.656219777562863,11375,FALSE
"ANNUAL ED PARA",2015,11669,2222,34772,27684,13891,0.796157828137582,7088,FALSE
"ANNUAL ED PARA",2016,12372,2635,35985,28650,15007,0.796165068778658,7335,FALSE
"ANNUAL ED PARA",2017,12775,2579,38860,29954,15354,0.770818322182192,8906,FALSE
"ANNUAL ED PARA",2018,13191,1672,40809,31457,14863,0.770834864858242,9352,FALSE
"ANNUAL ED PARA",2019,12777,1215,42570,32586,13992,0.765468639887245,9984,FALSE
"ANNUAL ED PARA",2020,12585,839,43635,27620,13424,0.632978113899393,16015,FALSE
"ANNUAL ED PARA",2021,12534,195,45212,33165,12729,0.733544191807485,12047,FALSE
"ANNUAL ED PARA",2022,12300,835,45212,28448,13135,0.629213483146067,16764,FALSE
"ANNUAL ED PARA",2023,12101,2197,45212,34403,14298,0.760926302751482,10809,FALSE
"ANNUAL ED PARA",2024,12443,1120,47965,34717,13563,0.723798603148129,13248,FALSE
"ANNUAL ED PARA",2025,12902,1623,49111,31086,14525,0.632974282747246,18025,FALSE
"APPRAISER",2014,9,0,,,9,,,TRUE
"APPRAISER",2015,7,0,,,7,,,TRUE
"APPRAISER",2016,8,1,,,9,,,TRUE
"APPRAISER",2017,8,2,,,10,,,TRUE
"APPRAISER",2018,8,2,,,10,,,TRUE
"APPRAISER",2019,8,1,,,9,,,TRUE
"APPRAISER",2020,8,2,,,10,,,TRUE
"APPRAISER",2021,8,2,,,10,,,TRUE
"APPRAISER",2022,7,0,,,7,,,TRUE
"APPRAISER",2023,6,0,,,6,,,TRUE
"APPRAISER",2024,3,3,,,6,,,TRUE
"APPRAISER",2025,3,3,,,6,,,TRUE
"APPRENTICE",2014,0,16,,,16,,,TRUE
"APPRENTICE",2015,0,40,,,40,,,TRUE
"APPRENTICE",2016,1,47,,,48,,,TRUE
"APPRENTICE",2017,2,71,,,73,,,TRUE
"APPRENTICE",2018,1,91,,,92,,,TRUE
"APPRENTICE",2019,0,69,,,69,,,TRUE
"APPRENTICE",2020,0,25,,,25,,,TRUE
"APPRENTICE",2021,0,11,,,11,,,TRUE
"APPRENTICE",2022,0,54,,,54,,,TRUE
"APPRENTICE",2023,0,127,,,127,,,TRUE
"APPRENTICE",2024,0,98,,,98,,,TRUE
"APPRENTICE",2025,0,19,,,19,,,TRUE
"APPRENTICE INSPECTOR",2014,2,21,,,23,,,TRUE
"APPRENTICE INSPECTOR",2015,1,39,,,40,,,TRUE
"APPRENTICE INSPECTOR",2016,1,51,,,52,,,TRUE
"APPRENTICE INSPECTOR",2017,1,65,,,66,,,TRUE
"APPRENTICE INSPECTOR",2018,1,54,,,55,,,TRUE
"APPRENTICE INSPECTOR",2019,2,51,,,53,,,TRUE
"APPRENTICE INSPECTOR",2020,3,77,,,80,,,TRUE
"APPRENTICE INSPECTOR",2021,3,49,,,52,,,TRUE
"APPRENTICE INSPECTOR",2022,3,38,,,41,,,TRUE
"APPRENTICE INSPECTOR",2023,3,59,,,62,,,TRUE
"APPRENTICE INSPECTOR",2024,3,57,,,60,,,TRUE
"APPRENTICE INSPECTOR",2025,3,34,,,37,,,TRUE
"ARCHITECT",2014,52,11,,,63,,,TRUE
"ARCHITECT",2015,45,9,,,54,,,TRUE
"ARCHITECT",2016,45,14,,,59,,,TRUE
"ARCHITECT",2017,45,22,,,67,,,TRUE
"ARCHITECT",2018,42,23,,,65,,,TRUE
"ARCHITECT",2019,39,26,,,65,,,TRUE
"ARCHITECT",2020,33,21,,,54,,,TRUE
"ARCHITECT",2021,30,5,,,35,,,TRUE
"ARCHITECT",2022,21,10,,,31,,,TRUE
"ARCHITECT",2023,17,14,,,31,,,TRUE
"ARCHITECT",2024,14,16,,,30,,,TRUE
"ARCHITECT",2025,15,16,,,31,,,TRUE
"ARCHITECTURAL INTERN",2014,0,1,,,1,,,TRUE
"ARCHITECTURAL INTERN",2016,0,1,,,1,,,TRUE
"ARCHITECTURAL INTERN",2019,0,2,,,2,,,TRUE
"ARCHITECTURAL INTERN",2020,0,4,,,4,,,TRUE
"ARCHITECTURAL INTERN",2021,0,1,,,1,,,TRUE
"ARCHITECTURAL INTERN",2024,0,1,,,1,,,TRUE
"ARCHITECTURAL INTERN",2025,0,1,,,1,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2014,13,3,,,16,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2015,13,1,,,14,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2016,13,0,,,13,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2017,13,2,,,15,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2018,13,3,,,16,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2019,11,1,,,12,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2020,15,0,,,15,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2021,13,0,,,13,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2022,12,0,,,12,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2023,12,1,,,13,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2024,13,3,,,16,,,TRUE
"AREA MANAGER OF SCHOOL MAINTENANCE",2025,13,1,,,14,,,TRUE
"AREA SUPERVISOR",2014,35,0,,,35,,,TRUE
"AREA SUPERVISOR",2015,39,0,,,39,,,TRUE
"AREA SUPERVISOR",2016,52,0,,,52,,,TRUE
"AREA SUPERVISOR",2017,50,0,,,50,,,TRUE
"AREA SUPERVISOR",2018,46,0,,,46,,,TRUE
"AREA SUPERVISOR",2019,54,0,,,54,,,TRUE
"AREA SUPERVISOR",2020,54,0,,,54,,,TRUE
"AREA SUPERVISOR",2021,53,0,,,53,,,TRUE
"AREA SUPERVISOR",2022,54,0,,,54,,,TRUE
"AREA SUPERVISOR",2023,56,0,,,56,,,TRUE
"AREA SUPERVISOR",2024,59,0,,,59,,,TRUE
"AREA SUPERVISOR",2025,59,0,,,59,,,TRUE
"ARTS PROGRAM SPECIALIST",2014,0,3,,,3,,,TRUE
"ARTS PROGRAM SPECIALIST",2015,0,4,,,4,,,TRUE
"ARTS PROGRAM SPECIALIST",2016,0,1,,,1,,,TRUE
"ARTS PROGRAM SPECIALIST",2018,0,2,,,2,,,TRUE
"ARTS PROGRAM SPECIALIST",2019,0,3,,,3,,,TRUE
"ARTS PROGRAM SPECIALIST",2020,0,1,,,1,,,TRUE
"ARTS PROGRAM SPECIALIST",2023,0,1,,,1,,,TRUE
"ASBESTOS HANDLER",2014,25,1,,,26,,,TRUE
"ASBESTOS HANDLER",2015,22,2,,,24,,,TRUE
"ASBESTOS HANDLER",2016,22,4,,,26,,,TRUE
"ASBESTOS HANDLER",2017,20,2,,,22,,,TRUE
"ASBESTOS HANDLER",2018,21,0,,,21,,,TRUE
"ASBESTOS HANDLER",2019,16,0,,,16,,,TRUE
"ASBESTOS HANDLER",2020,15,2,,,17,,,TRUE
"ASBESTOS HANDLER",2021,15,5,,,20,,,TRUE
"ASBESTOS HANDLER",2022,12,7,,,19,,,TRUE
"ASBESTOS HANDLER",2023,15,4,,,19,,,TRUE
"ASBESTOS HANDLER",2024,10,8,,,18,,,TRUE
"ASBESTOS HANDLER",2025,10,8,,,18,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2014,4,0,,,4,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2015,7,0,,,7,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2016,7,0,,,7,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2017,7,0,,,7,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2018,7,0,,,7,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2019,7,0,,,7,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2020,6,1,,,7,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2021,6,1,,,7,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2022,6,1,,,7,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2023,5,1,,,6,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2024,4,0,,,4,,,TRUE
"ASBESTOS HANDLER SUPERVISOR",2025,5,0,,,5,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2014,4,2,,,6,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2015,6,2,,,8,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2016,6,4,,,10,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2017,6,3,,,9,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2018,5,0,,,5,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2019,5,1,,,6,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2020,3,3,,,6,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2021,2,2,,,4,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2022,2,1,,,3,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2023,1,1,,,2,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2024,1,0,,,1,,,TRUE
"ASBESTOS HAZARD INVESTIGATOR",2025,1,0,,,1,,,TRUE
"ASIST SYSTMS ANALYST",2018,1,0,,,1,,,TRUE
"ASIST SYSTMS ANALYST",2019,1,0,,,1,,,TRUE
"ASIST SYSTMS ANALYST",2020,1,0,,,1,,,TRUE
"ASIST SYSTMS ANALYST",2021,1,0,,,1,,,TRUE
"ASIST SYSTMS ANALYST",2022,1,0,,,1,,,TRUE
"ASIST SYSTMS ANALYST",2023,1,0,,,1,,,TRUE
"ASIST SYSTMS ANALYST",2024,1,0,,,1,,,TRUE
"ASIST SYSTMS ANALYST",2025,1,0,,,1,,,TRUE
"ASPHALT PLANT MANAGER",2018,1,0,,,1,,,TRUE
"ASPHALT PLANT MANAGER",2019,2,0,,,2,,,TRUE
"ASPHALT PLANT MANAGER",2020,2,0,,,2,,,TRUE
"ASPHALT PLANT MANAGER",2021,2,0,,,2,,,TRUE
"ASPHALT PLANT MANAGER",2022,2,0,,,2,,,TRUE
"ASPHALT PLANT MANAGER",2023,2,0,,,2,,,TRUE
"ASPHALT PLANT MANAGER",2024,2,0,,,2,,,TRUE
"ASPHALT PLANT MANAGER",2025,2,0,,,2,,,TRUE
"ASPIRING PRINCIPAL",2014,8,0,,,8,,,TRUE
"ASPIRING PRINCIPAL",2015,21,0,,,21,,,TRUE
"ASPIRING PRINCIPAL",2016,11,0,,,11,,,TRUE
"ASS COMMISSIONER DESIGN AND CONSTRUCTION MANAGEMENT",2020,0,1,,,1,,,TRUE
"ASS COMMISSIONER DESIGN AND CONSTRUCTION MANAGEMENT",2024,0,1,,,1,,,TRUE
"ASS COMMISSIONER DESIGN AND CONSTRUCTION MANAGEMENT",2025,0,1,,,1,,,TRUE
"ASSIST COMMISSIONER",2025,0,1,,,1,,,TRUE
"ASSIST COMMISSIONER FOR INTERGOVERNMENTAL RELATIONS",2022,0,1,,,1,,,TRUE
"ASSIST COMMISSIONER FOR POLICY ANALYSIS & PROG DEVE",2018,0,1,,,1,,,TRUE
"ASSIST COMMISSIONER FOR POLICY ANALYSIS & PROG DEVE",2019,0,1,,,1,,,TRUE
"ASSIST COMMISSIONER FOR POLICY ANALYSIS & PROG DEVE",2023,0,1,,,1,,,TRUE
"ASSIST COMMISSIONER FOR POLICY ANALYSIS & PROG DEVE",2024,0,2,,,2,,,TRUE
"ASSIST COORDINATING MANAGER",2014,3,0,,,3,,,TRUE
"ASSIST COORDINATING MANAGER",2015,3,0,,,3,,,TRUE
"ASSIST COORDINATING MANAGER",2016,1,0,,,1,,,TRUE
"ASSIST COORDINATING MANAGER",2017,1,0,,,1,,,TRUE
"ASSIST COORDINATING MANAGER",2018,5,0,,,5,,,TRUE
"ASSIST COORDINATING MANAGER",2019,5,0,,,5,,,TRUE
"ASSIST COORDINATING MANAGER",2020,5,0,,,5,,,TRUE
"ASSIST COORDINATING MANAGER",2021,6,0,,,6,,,TRUE
"ASSIST COORDINATING MANAGER",2022,6,0,,,6,,,TRUE
"ASSIST COORDINATING MANAGER",2023,4,0,,,4,,,TRUE
"ASSIST COORDINATING MANAGER",2024,3,0,,,3,,,TRUE
"ASSIST COORDINATING MANAGER",2025,2,0,,,2,,,TRUE
"ASSISTANCE FINANCE OFFICER",2014,2,0,,,2,,,TRUE
"ASSISTANCE FINANCE OFFICER",2015,2,0,,,2,,,TRUE
"ASSISTANCE FINANCE OFFICER",2016,2,0,,,2,,,TRUE
"ASSISTANCE FINANCE OFFICER",2017,2,0,,,2,,,TRUE
"ASSISTANCE FINANCE OFFICER",2018,1,0,,,1,,,TRUE
"ASSISTANCE FINANCE OFFICER",2019,2,0,,,2,,,TRUE
"ASSISTANCE FINANCE OFFICER",2020,2,0,,,2,,,TRUE
"ASSISTANCE FINANCE OFFICER",2021,2,0,,,2,,,TRUE
"ASSISTANCE FINANCE OFFICER",2022,1,0,,,1,,,TRUE
"ASSISTANCE FINANCE OFFICER",2023,1,0,,,1,,,TRUE
"ASSISTANCE FINANCE OFFICER",2024,1,0,,,1,,,TRUE
"ASSISTANCE FINANCE OFFICER",2025,1,0,,,1,,,TRUE
"ASSISTANT ACCOUNTANT",2014,3,0,,,3,,,TRUE
"ASSISTANT ACCOUNTANT",2015,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2016,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2017,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2018,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2019,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2020,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2021,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2022,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2023,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2024,2,0,,,2,,,TRUE
"ASSISTANT ACCOUNTANT",2025,1,0,,,1,,,TRUE
"ASSISTANT ADMINISTRATOR",2014,1,4,,,5,,,TRUE
"ASSISTANT ADMINISTRATOR",2015,2,2,,,4,,,TRUE
"ASSISTANT ADMINISTRATOR",2016,2,2,,,4,,,TRUE
"ASSISTANT ADMINISTRATOR",2017,1,4,,,5,,,TRUE
"ASSISTANT ADMINISTRATOR",2018,1,2,,,3,,,TRUE
"ASSISTANT ADMINISTRATOR",2019,2,2,,,4,,,TRUE
"ASSISTANT ADMINISTRATOR",2020,2,1,,,3,,,TRUE
"ASSISTANT ADMINISTRATOR",2021,2,1,,,3,,,TRUE
"ASSISTANT ADMINISTRATOR",2022,2,0,,,2,,,TRUE
"ASSISTANT ADMINISTRATOR",2023,2,4,,,6,,,TRUE
"ASSISTANT ADMINISTRATOR",2024,2,3,,,5,,,TRUE
"ASSISTANT ADMINISTRATOR",2025,1,0,,,1,,,TRUE
"ASSISTANT ADMINISTRATOR OF PUBLIC AFFAIRS",2014,0,1,,,1,,,TRUE
"ASSISTANT ADMINISTRATOR OF PUBLIC AFFAIRS",2015,0,1,,,1,,,TRUE
"ASSISTANT ADMINISTRATOR OF PUBLIC AFFAIRS",2018,0,1,,,1,,,TRUE
"ASSISTANT ADMINISTRATOR OF PUBLIC AFFAIRS",2019,0,1,,,1,,,TRUE
"ASSISTANT ADMINISTRATOR OF PUBLIC AFFAIRS",2022,0,1,,,1,,,TRUE
"ASSISTANT ADMINISTRATOR OF PUBLIC AFFAIRS",2023,0,1,,,1,,,TRUE
"ASSISTANT ADVOCATE PD",2014,1,5,,,6,,,TRUE
"ASSISTANT ADVOCATE PD",2015,1,5,,,6,,,TRUE
"ASSISTANT ADVOCATE PD",2016,1,0,,,1,,,TRUE
"ASSISTANT ADVOCATE PD",2017,2,0,,,2,,,TRUE
"ASSISTANT ADVOCATE PD",2018,1,0,,,1,,,TRUE
"ASSISTANT ADVOCATE PD",2019,1,0,,,1,,,TRUE
"ASSISTANT ADVOCATE PD",2020,2,0,,,2,,,TRUE
"ASSISTANT ADVOCATE PD",2021,1,0,,,1,,,TRUE
"ASSISTANT ADVOCATE PD",2022,1,0,,,1,,,TRUE
"ASSISTANT ADVOCATE PD",2023,1,0,,,1,,,TRUE
"ASSISTANT ADVOCATE PD",2024,1,0,,,1,,,TRUE
"ASSISTANT ADVOCATE PD",2025,1,0,,,1,,,TRUE
"ASSISTANT ARCHITECT",2014,31,6,,,37,,,TRUE
"ASSISTANT ARCHITECT",2015,30,10,,,40,,,TRUE
"ASSISTANT ARCHITECT",2016,28,17,,,45,,,TRUE
"ASSISTANT ARCHITECT",2017,29,21,,,50,,,TRUE
"ASSISTANT ARCHITECT",2018,34,11,,,45,,,TRUE
"ASSISTANT ARCHITECT",2019,30,14,,,44,,,TRUE
"ASSISTANT ARCHITECT",2020,27,20,,,47,,,TRUE
"ASSISTANT ARCHITECT",2021,26,11,,,37,,,TRUE
"ASSISTANT ARCHITECT",2022,22,2,,,24,,,TRUE
"ASSISTANT ARCHITECT",2023,20,12,,,32,,,TRUE
"ASSISTANT ARCHITECT",2024,22,9,,,31,,,TRUE
"ASSISTANT ARCHITECT",2025,22,16,,,38,,,TRUE
"ASSISTANT BUDGET ANALYST",2014,1,1,,,2,,,TRUE
"ASSISTANT BUDGET ANALYST",2015,1,1,,,2,,,TRUE
"ASSISTANT BUDGET ANALYST",2016,1,3,,,4,,,TRUE
"ASSISTANT BUDGET ANALYST",2017,2,1,,,3,,,TRUE
"ASSISTANT BUDGET ANALYST",2018,2,2,,,4,,,TRUE
"ASSISTANT BUDGET ANALYST",2019,2,15,,,17,,,TRUE
"ASSISTANT BUDGET ANALYST",2020,2,19,,,21,,,TRUE
"ASSISTANT BUDGET ANALYST",2021,3,9,,,12,,,TRUE
"ASSISTANT BUDGET ANALYST",2022,2,5,,,7,,,TRUE
"ASSISTANT BUDGET ANALYST",2023,0,7,,,7,,,TRUE
"ASSISTANT BUDGET ANALYST",2024,0,4,,,4,,,TRUE
"ASSISTANT BUDGET ANALYST",2025,2,7,,,9,,,TRUE
"ASSISTANT CAPTAIN",2014,5,0,,,5,,,TRUE
"ASSISTANT CAPTAIN",2015,7,0,,,7,,,TRUE
"ASSISTANT CAPTAIN",2016,6,0,,,6,,,TRUE
"ASSISTANT CAPTAIN",2017,7,1,,,8,,,TRUE
"ASSISTANT CAPTAIN",2018,6,0,,,6,,,TRUE
"ASSISTANT CAPTAIN",2019,7,0,,,7,,,TRUE
"ASSISTANT CAPTAIN",2020,8,0,,,8,,,TRUE
"ASSISTANT CAPTAIN",2021,8,0,,,8,,,TRUE
"ASSISTANT CAPTAIN",2022,7,0,,,7,,,TRUE
"ASSISTANT CAPTAIN",2023,10,0,,,10,,,TRUE
"ASSISTANT CAPTAIN",2024,11,0,,,11,,,TRUE
"ASSISTANT CAPTAIN",2025,11,0,,,11,,,TRUE
"ASSISTANT CARETAKER",2015,0,3,,,3,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2014,16,0,,,16,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2015,14,0,,,14,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2016,16,4,,,20,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2017,17,3,,,20,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2018,14,1,,,15,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2019,13,5,,,18,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2020,12,9,,,21,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2021,11,0,,,11,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2022,9,2,,,11,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2023,7,4,,,11,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2024,7,3,,,10,,,TRUE
"ASSISTANT CHEMICAL ENGINEER",2025,7,5,,,12,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2014,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2015,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2016,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2017,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2018,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2019,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2020,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2021,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2022,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2023,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2024,1,0,,,1,,,TRUE
"ASSISTANT CHIEF FIRE MARSHAL",2025,1,0,,,1,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2014,11,0,,,11,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2015,9,0,,,9,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2016,12,0,,,12,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2017,14,0,,,14,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2018,10,0,,,10,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2019,8,0,,,8,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2020,11,0,,,11,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2021,9,0,,,9,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2022,15,0,,,15,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2023,9,0,,,9,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2024,7,0,,,7,,,TRUE
"ASSISTANT CHIEF OF DEPARTMENT",2025,8,0,,,8,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2015,1,0,,,1,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2016,2,0,,,2,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2017,3,1,,,4,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2018,3,1,,,4,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2019,3,0,,,3,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2020,3,0,,,3,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2021,3,0,,,3,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2022,2,0,,,2,,,TRUE
"ASSISTANT CHIEF RACKET INVESTIGATOR",2023,2,0,,,2,,,TRUE
"ASSISTANT CITY ASSESSOR",2014,0,19,,,19,,,TRUE
"ASSISTANT CITY ASSESSOR",2015,1,25,,,26,,,TRUE
"ASSISTANT CITY ASSESSOR",2016,2,37,,,39,,,TRUE
"ASSISTANT CITY ASSESSOR",2017,1,20,,,21,,,TRUE
"ASSISTANT CITY ASSESSOR",2018,0,6,,,6,,,TRUE
"ASSISTANT CITY ASSESSOR",2019,1,44,,,45,,,TRUE
"ASSISTANT CITY ASSESSOR",2020,1,69,,,70,,,TRUE
"ASSISTANT CITY ASSESSOR",2021,1,28,,,29,,,TRUE
"ASSISTANT CITY ASSESSOR",2022,0,6,,,6,,,TRUE
"ASSISTANT CITY ASSESSOR",2023,0,4,,,4,,,TRUE
"ASSISTANT CITY ASSESSOR",2025,0,23,,,23,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2014,7,0,,,7,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2015,6,0,,,6,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2016,2,0,,,2,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2017,5,0,,,5,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2018,19,1,,,20,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2019,24,0,,,24,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2020,7,0,,,7,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2021,10,0,,,10,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2022,8,0,,,8,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2023,8,0,,,8,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2024,8,2,,,10,,,TRUE
"ASSISTANT CITY HIGHWAY REPAIRER",2025,10,1,,,11,,,TRUE
"ASSISTANT CIVIL ENGINEER",2014,169,21,,,190,,,TRUE
"ASSISTANT CIVIL ENGINEER",2015,151,26,,,177,,,TRUE
"ASSISTANT CIVIL ENGINEER",2016,138,37,65041,59324,175,0.912101597453914,5717,FALSE
"ASSISTANT CIVIL ENGINEER",2017,133,108,68026,61104,241,0.89824478875724,6922,FALSE
"ASSISTANT CIVIL ENGINEER",2018,123,96,69841,61104,219,0.874901562119672,8737,FALSE
"ASSISTANT CIVIL ENGINEER",2019,110,88,73473,65000,198,0.884678725518218,8473,FALSE
"ASSISTANT CIVIL ENGINEER",2020,95,41,76029,70040,136,0.921227426376777,5989,FALSE
"ASSISTANT CIVIL ENGINEER",2021,88,16,,,104,,,TRUE
"ASSISTANT CIVIL ENGINEER",2022,71,37,76563,65640,108,0.857333176599663,10923,FALSE
"ASSISTANT CIVIL ENGINEER",2023,52,68,82061,71726,120,0.874057103861761,10335,FALSE
"ASSISTANT CIVIL ENGINEER",2024,47,80,86174,73878,127,0.857311950240212,12296,FALSE
"ASSISTANT CIVIL ENGINEER",2025,44,83,87109,76279,127,0.875673007381556,10830,FALSE
"ASSISTANT COLLEGE SECURITY DIRECTOR",2014,8,3,,,11,,,TRUE
"ASSISTANT COLLEGE SECURITY DIRECTOR",2015,9,2,,,11,,,TRUE
"ASSISTANT COLLEGE SECURITY DIRECTOR",2016,8,3,,,11,,,TRUE
