"title","fiscal_year","n","median_salary","mean_salary","real_median","wage_index","cpi_index","rent_index","suppressed"
"ASSISTANT SECRETARY TO THE COMPTROLLER",2014,2,,,,,100,100,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT SECRETARY TO THE COMPTROLLER",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT SERGEANT AT ARMS",2014,5,,,,,100,100,TRUE
"ASSISTANT SERGEANT AT ARMS",2015,7,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT SERGEANT AT ARMS",2016,6,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT SERGEANT AT ARMS",2017,9,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT SERGEANT AT ARMS",2018,10,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT SERGEANT AT ARMS",2019,10,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT SERGEANT AT ARMS",2020,11,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT SERGEANT AT ARMS",2021,10,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT SERGEANT AT ARMS",2022,9,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT SERGEANT AT ARMS",2023,10,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT SERGEANT AT ARMS",2024,12,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT SERGEANT AT ARMS",2025,12,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT SUPERINTENDENT",2014,154,142132,143388.837662338,186938.171989447,100,100,100,FALSE
"ASSISTANT SUPERINTENDENT",2015,161,148635,149600.372670807,194549.0067178,104.575324346382,100.484295953631,102.913721782668,FALSE
"ASSISTANT SUPERINTENDENT",2016,182,151970,152328.164835165,197772.329833018,106.921734725466,101.0644595854,106.641178909451,FALSE
"ASSISTANT SUPERINTENDENT",2017,191,156366,157121.167539267,199966.256182226,110.014634283624,102.847025381756,109.624915604859,FALSE
"ASSISTANT SUPERINTENDENT",2018,195,156923,157556.917948718,197173.962883378,110.406523513354,104.675046235713,112.134414076345,FALSE
"ASSISTANT SUPERINTENDENT",2019,198,164424,165357.419191919,203000.26393556,115.684012045141,106.530687797474,114.748740835409,FALSE
"ASSISTANT SUPERINTENDENT",2020,204,170064,171916.490196078,206315.656028282,119.652154335407,108.414239794744,117.935753675601,FALSE
"ASSISTANT SUPERINTENDENT",2021,198,169420,171003.606060606,201378.007285473,119.199054400135,110.65187123857,119.137579303534,FALSE
"ASSISTANT SUPERINTENDENT",2022,189,169469,171481.455026455,191757.260365791,119.23352939521,116.237048769221,119.968709204972,FALSE
"ASSISTANT SUPERINTENDENT",2023,210,180000,178588.376190476,193441.534921855,126.642839051023,122.385199421188,125.45294384081,FALSE
"ASSISTANT SUPERINTENDENT",2024,201,205489,204753.402985075,213511.409159043,144.576168631976,126.5824846726,131.901715171281,FALSE
"ASSISTANT SUPERINTENDENT",2025,192,212167,211026.96875,212167,149.274617960769,131.524337931956,138.829406942636,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2014,74,58320,58945.9189189189,76704.9938819167,100,100,100,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2015,71,61025,61455.7464788732,79875.8915124548,104.638203017833,100.484295953631,102.913721782668,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2016,71,62532,62323.2112676056,81378.5571436353,107.222222222222,101.0644595854,106.641178909451,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2017,77,64398,63921.987012987,82354.3926788623,110.421810699588,102.847025381756,109.624915604859,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2018,80,64374,64262.875,80886.0185355529,110.380658436214,104.675046235713,112.134414076345,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2019,80,67147,66881.95,82900.6636651646,115.135459533608,106.530687797474,114.748740835409,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2020,72,69176,69109.0138888889,83921.8871801937,118.614540466392,108.414239794744,117.935753675601,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2021,67,69176,69947.328358209,82224.7965528267,118.614540466392,110.65187123857,119.137579303534,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2022,51,69176,69820.0392156863,78273.9040359239,118.614540466392,116.237048769221,119.968709204972,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2023,52,75627,75960.1538461538,81274.4608974175,129.675925925926,122.385199421188,125.45294384081,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2024,44,77907,77737.7272727273,80948.5342444293,133.585390946502,126.5824846726,131.901715171281,FALSE
"ASSISTANT SUPERINTENDENT OF WELFARE SHELTERS",2025,43,80438,80760.1627906977,80438,137.92524005487,131.524337931956,138.829406942636,FALSE
"ASSISTANT SUPERVISING CHIEF SURGEON",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT SUPERVISING CHIEF SURGEON",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT SUPERVISING CHIEF SURGEON",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TEACHER",2014,12,,,,,100,100,TRUE
"ASSISTANT TEACHER",2015,12,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT TEACHER",2016,12,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TEACHER",2017,12,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TEACHER",2018,11,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TEACHER",2019,13,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TEACHER",2020,12,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TEACHER",2021,10,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TEACHER",2022,7,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TEACHER",2023,7,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TEACHER",2024,7,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TEACHER",2025,7,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO COMMISSIONER",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO COMMISSIONER",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2021,2,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2022,2,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO DEPUTY COMPTROLLER",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO HEO",2014,280,46328,49387.5892857143,60932.5952771165,100,100,100,FALSE
"ASSISTANT TO HEO",2015,308,46328,48830.7467532468,60638.9234246457,100,100.484295953631,102.913721782668,FALSE
"ASSISTANT TO HEO",2016,366,46328,48597.1420765027,60290.8238238076,100,101.0644595854,106.641178909451,FALSE
"ASSISTANT TO HEO",2017,382,51153,53961.0942408377,65416.2279682885,110.414867898463,102.847025381756,109.624915604859,FALSE
"ASSISTANT TO HEO",2018,397,53758,54438.4811083123,67547.0000999511,116.037817302711,104.675046235713,112.134414076345,FALSE
"ASSISTANT TO HEO",2019,400,53758,55614.825,66370.4093602383,116.037817302711,106.530687797474,114.748740835409,FALSE
"ASSISTANT TO HEO",2020,373,55930,57599.5898123324,67852.306435588,120.726126748403,108.414239794744,117.935753675601,FALSE
"ASSISTANT TO HEO",2021,357,58093,59147.487394958,69051.1898077854,125.395009497496,110.65187123857,119.137579303534,FALSE
"ASSISTANT TO HEO",2022,326,61440,63382.6533742331,69520.4791252337,132.619582110171,116.237048769221,119.968709204972,FALSE
"ASSISTANT TO HEO",2023,295,65946,65541.5016949153,70870.5303442037,142.345881540321,122.385199421188,125.45294384081,FALSE
"ASSISTANT TO HEO",2024,287,65946,66606.9616724739,68520.5699010761,142.345881540321,126.5824846726,131.901715171281,FALSE
"ASSISTANT TO HEO",2025,299,68245,67039.3511705686,68245,147.308323260231,131.524337931956,138.829406942636,FALSE
"ASSISTANT TO POLICE COMMISSIONOR",2014,1,,,,,100,100,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO POLICE COMMISSIONOR",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE CHAIRMAN",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO THE CHAIRMAN",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO THE CHAIRMAN",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE CHAIRMAN",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO THE CHAIRMAN",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE CHAIRMAN",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO THE COMMISSIONER",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE COMMISSIONER",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO THE COMMISSIONER",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO THE COMMISSIONER",2021,2,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO THE COMMISSIONER",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO THE COMMISSIONER",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO THE COMMISSIONER",2024,2,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE COMMISSIONER",2025,2,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE COMMISSIONER OF PARKS AND RECREATION",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO THE COMPTROLLER",2014,1,,,,,100,100,TRUE
"ASSISTANT TO THE COMPTROLLER",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT TO THE COMPTROLLER",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO THE COMPTROLLER",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO THE COMPTROLLER",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE COMPTROLLER",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO THE COMPTROLLER",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO THE COMPTROLLER",2022,2,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO THE COMPTROLLER",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO THE COMPTROLLER",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE COMPTROLLER",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO THE DEPUTY COMMISSIONER",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO THE DEPUTY COMMISSIONER",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO THE DEPUTY COMMISSIONER",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE DEPUTY COMMISSIONER",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO THE DEPUTY COMMISSIONER",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO THE DEPUTY COMMISSIONER",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO THE DEPUTY COMMISSIONER",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE DEPUTY COMMISSIONER",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2014,9,,,,,100,100,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2015,9,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2016,7,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2017,6,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2018,8,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2019,7,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2020,3,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2021,8,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2022,9,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2023,5,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2024,4,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE DEPUTY MAYOR",2025,5,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO THE MAYOR",2014,5,,,,,100,100,TRUE
"ASSISTANT TO THE MAYOR",2015,4,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT TO THE MAYOR",2016,3,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO THE MAYOR",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO THE MAYOR",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE MAYOR",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO THE MAYOR",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO THE MAYOR",2021,2,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO THE MAYOR",2022,3,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO THE MAYOR",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO THE MAYOR",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE MAYOR",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TO THE PRESIDENT",2014,14,,,,,100,100,TRUE
"ASSISTANT TO THE PRESIDENT",2015,16,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT TO THE PRESIDENT",2016,20,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO THE PRESIDENT",2017,24,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO THE PRESIDENT",2018,28,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE PRESIDENT",2019,27,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO THE PRESIDENT",2020,28,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO THE PRESIDENT",2021,25,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO THE PRESIDENT",2022,27,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO THE PRESIDENT",2023,32,1e+05,99859.375,107467.519401031,100,122.385199421188,125.45294384081,FALSE
"ASSISTANT TO THE PRESIDENT",2024,30,113043.5,116400.066666667,117456.783483643,113.0435,126.5824846726,131.901715171281,FALSE
"ASSISTANT TO THE PRESIDENT",2025,34,117600.5,113148.235294118,117600.5,117.6005,131.524337931956,138.829406942636,FALSE
"ASSISTANT TO THE PUBLIC ADVOCATE",2014,11,,,,,100,100,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2015,19,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2016,16,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2017,20,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2018,16,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2019,6,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2020,28,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2021,23,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2022,22,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2023,27,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2024,25,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TO THE PUBLIC ADVOCATE",2025,22,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT TRANSPORTATION SPECIALIST",2020,51,61266,61887.431372549,74325.7537293534,100,108.414239794744,117.935753675601,FALSE
"ASSISTANT TRANSPORTATION SPECIALIST",2021,44,61266,62212.1363636364,72822.7186539476,100,110.65187123857,119.137579303534,FALSE
"ASSISTANT TRANSPORTATION SPECIALIST",2022,30,65881,63718.3666666667,74545.551517733,107.532726145007,116.237048769221,119.968709204972,FALSE
"ASSISTANT TRANSPORTATION SPECIALIST",2023,25,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT TRANSPORTATION SPECIALIST",2024,15,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT TRANSPORTATION SPECIALIST",2025,7,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT URBAN DESIGNER",2014,6,,,,,100,100,TRUE
"ASSISTANT URBAN DESIGNER",2015,7,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT URBAN DESIGNER",2016,10,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT URBAN DESIGNER",2017,22,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT URBAN DESIGNER",2018,20,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT URBAN DESIGNER",2019,18,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT URBAN DESIGNER",2020,18,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT URBAN DESIGNER",2021,16,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT URBAN DESIGNER",2022,21,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT URBAN DESIGNER",2023,10,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT URBAN DESIGNER",2024,6,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT URBAN DESIGNER",2025,7,,,,,131.524337931956,138.829406942636,TRUE
"ASSISTANT VICE PRESIDENT",2014,10,,,,,100,100,TRUE
"ASSISTANT VICE PRESIDENT",2015,10,,,,,100.484295953631,102.913721782668,TRUE
"ASSISTANT VICE PRESIDENT",2016,9,,,,,101.0644595854,106.641178909451,TRUE
"ASSISTANT VICE PRESIDENT",2017,11,,,,,102.847025381756,109.624915604859,TRUE
"ASSISTANT VICE PRESIDENT",2018,10,,,,,104.675046235713,112.134414076345,TRUE
"ASSISTANT VICE PRESIDENT",2019,13,,,,,106.530687797474,114.748740835409,TRUE
"ASSISTANT VICE PRESIDENT",2020,10,,,,,108.414239794744,117.935753675601,TRUE
"ASSISTANT VICE PRESIDENT",2021,9,,,,,110.65187123857,119.137579303534,TRUE
"ASSISTANT VICE PRESIDENT",2022,10,,,,,116.237048769221,119.968709204972,TRUE
"ASSISTANT VICE PRESIDENT",2023,11,,,,,122.385199421188,125.45294384081,TRUE
"ASSISTANT VICE PRESIDENT",2024,16,,,,,126.5824846726,131.901715171281,TRUE
"ASSISTANT VICE PRESIDENT",2025,14,,,,,131.524337931956,138.829406942636,TRUE
"ASSOC ADM FOR PURCHASING MATERIALS MGT & ENVIR CONTROL",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"ASSOC ADM FOR PURCHASING MATERIALS MGT & ENVIR CONTROL",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"ASSOC COMMISSIONER FOR PLANNING REVIEW AND EVALUATION",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"ASSOC COMMISSIONER FOR PLANNING REVIEW AND EVALUATION",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSOC COMMISSIONER FOR PLANNING REVIEW AND EVALUATION",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"ASSOC INSPECTOR",2014,6,,,,,100,100,TRUE
"ASSOC INSPECTOR",2015,6,,,,,100.484295953631,102.913721782668,TRUE
"ASSOC INSPECTOR",2016,6,,,,,101.0644595854,106.641178909451,TRUE
"ASSOC INSPECTOR",2017,6,,,,,102.847025381756,109.624915604859,TRUE
"ASSOC INSPECTOR",2018,6,,,,,104.675046235713,112.134414076345,TRUE
"ASSOC INSPECTOR",2019,5,,,,,106.530687797474,114.748740835409,TRUE
"ASSOC INSPECTOR",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"ASSOC INSPECTOR",2021,6,,,,,110.65187123857,119.137579303534,TRUE
"ASSOC INSPECTOR",2022,5,,,,,116.237048769221,119.968709204972,TRUE
"ASSOC INSPECTOR",2023,3,,,,,122.385199421188,125.45294384081,TRUE
"ASSOC INSPECTOR",2024,15,,,,,126.5824846726,131.901715171281,TRUE
"ASSOC INSPECTOR",2025,22,,,,,131.524337931956,138.829406942636,TRUE
"ASSOC SPVR OF SCHOOL SECURITY",2014,32,62438,63300,82121.1661179546,100,100,100,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2015,33,62438,63273.8787878788,81725.3734412889,100,100.484295953631,102.913721782668,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2016,34,71037.5,71178.4411764706,92447.5349115811,113.772862679778,101.0644595854,106.641178909451,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2017,36,74587,74376.7222222222,95384.4387517983,119.457702040424,102.847025381756,109.624915604859,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2018,33,74661,74589.4848484848,93811.6480237816,119.576219609853,104.675046235713,112.134414076345,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2019,36,74747,75036.4166666667,92283.734299076,119.713956244595,106.530687797474,114.748740835409,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2020,38,74747,75131.7631578947,90680.4281984784,119.713956244595,108.414239794744,117.935753675601,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2021,36,74747,75148.0555555556,88846.6645647932,119.713956244595,110.65187123857,119.137579303534,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2022,38,74747,75904.7894736842,84577.592011293,119.713956244595,116.237048769221,119.968709204972,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2023,36,80292,81173.5277777778,86287.8206774756,128.59476600788,122.385199421188,125.45294384081,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2024,37,80685,81642.2702702703,83834.9889677665,129.224190396874,126.5824846726,131.901715171281,FALSE
"ASSOC SPVR OF SCHOOL SECURITY",2025,34,91329.5,92311.1764705882,91329.5,146.272302123707,131.524337931956,138.829406942636,FALSE
"ASSOC SUPVR OF SCHL SEC",2014,3,,,,,100,100,TRUE
"ASSOC SUPVR OF SCHL SEC",2015,4,,,,,100.484295953631,102.913721782668,TRUE
"ASSOC SUPVR OF SCHL SEC",2016,4,,,,,101.0644595854,106.641178909451,TRUE
"ASSOC SUPVR OF SCHL SEC",2017,4,,,,,102.847025381756,109.624915604859,TRUE
"ASSOC SUPVR OF SCHL SEC",2018,4,,,,,104.675046235713,112.134414076345,TRUE
"ASSOC SUPVR OF SCHL SEC",2019,5,,,,,106.530687797474,114.748740835409,TRUE
"ASSOC SUPVR OF SCHL SEC",2020,5,,,,,108.414239794744,117.935753675601,TRUE
"ASSOC SUPVR OF SCHL SEC",2021,5,,,,,110.65187123857,119.137579303534,TRUE
"ASSOC SUPVR OF SCHL SEC",2022,5,,,,,116.237048769221,119.968709204972,TRUE
"ASSOC SUPVR OF SCHL SEC",2023,5,,,,,122.385199421188,125.45294384081,TRUE
"ASSOC SUPVR OF SCHL SEC",2024,4,,,,,126.5824846726,131.901715171281,TRUE
"ASSOC SUPVR OF SCHL SEC",2025,3,,,,,131.524337931956,138.829406942636,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"ASSOC WATER USE INSPECTOR MGRL",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"ASSOCIATE ADMINISTRATOR",2014,10,,,,,100,100,TRUE
